Company Name,Industry,Symbol,Series,ISIN Code,Index Name,Company
Indian Energy Exchange Ltd.,Financial Services,IEX,EQ,INE022Q01020,ind_niftymidsmallcap400list,
Indian Hotels Co. Ltd.,Consumer Services,INDHOTEL,EQ,INE053A01029,ind_niftymidsmallcap400list,
Indian Overseas Bank,Financial Services,IOB,EQ,INE565A01014,ind_niftymidsmallcap400list,
Indigo Paints Ltd.,Consumer Durables,INDIGOPNTS,EQ,INE09VQ01012,ind_niftymidsmallcap400list,
Indraprastha Gas Ltd.,Oil Gas & Consumable Fuels,IGL,EQ,INE203G01027,ind_niftymidsmallcap400list,
Indus Towers Ltd.,Telecommunication,INDUSTOWER,EQ,INE121J01017,ind_niftymidsmallcap400list,
Inox Wind Ltd.,Capital Goods,INOXWIND,EQ,INE066P01011,ind_niftymidsmallcap400list,
Intellect Design Arena Ltd.,Information Technology,INTELLECT,EQ,INE306R01017,ind_niftymidsmallcap400list,
Ipca Laboratories Ltd.,Healthcare,IPCALAB,EQ,INE571A01038,ind_niftymidsmallcap400list,
J.B. Chemicals & Pharmaceuticals Ltd.,Healthcare,JBCHEPHARM,EQ,INE572A01036,ind_niftymidsmallcap400list,
J.K. Cement Ltd.,Construction Materials,JKCEMENT,EQ,INE823G01014,ind_niftymidsmallcap400list,
JBM Auto Ltd.,Automobile and Auto Components,JBMA,EQ,INE927D01044,ind_niftymidsmallcap400list,
JK Lakshmi Cement Ltd.,Construction Materials,JKLAKSHMI,EQ,INE786A01032,ind_niftymidsmallcap400list,
JK Paper Ltd.,Forest Materials,JKPAPER,EQ,INE789E01012,ind_niftymidsmallcap400list,
JM Financial Ltd.,Financial Services,JMFINANCIL,EQ,INE780C01023,ind_niftymidsmallcap400list,
JSW Energy Ltd.,Power,JSWENERGY,EQ,INE121E01018,ind_niftymidsmallcap400list,
JSW Infrastructure Ltd.,Services,JSWINFRA,EQ,INE880J01026,ind_niftymidsmallcap400list,
Jai Balaji Industries Ltd.,Metals & Mining,JAIBALAJI,BE,INE091G01018,ind_niftymidsmallcap400list,
Jammu & Kashmir Bank Ltd.,Financial Services,J&KBANK,EQ,INE168A01041,ind_niftymidsmallcap400list,
Jindal Saw Ltd.,Capital Goods,JINDALSAW,EQ,INE324A01024,ind_niftymidsmallcap400list,
Jindal Stainless Ltd.,Metals & Mining,JSL,EQ,INE220G01021,ind_niftymidsmallcap400list,
Jubilant Foodworks Ltd.,Consumer Services,JUBLFOOD,EQ,INE797F01020,ind_niftymidsmallcap400list,
Jubilant Ingrevia Ltd.,Chemicals,JUBLINGREA,EQ,INE0BY001018,ind_niftymidsmallcap400list,
Jubilant Pharmova Ltd.,Healthcare,JUBLPHARMA,EQ,INE700A01033,ind_niftymidsmallcap400list,
Jupiter Wagons Ltd.,Capital Goods,JWL,EQ,INE209L01016,ind_niftymidsmallcap400list,
Justdial Ltd.,Consumer Services,JUSTDIAL,EQ,INE599M01018,ind_niftymidsmallcap400list,
Jyothy Labs Ltd.,Fast Moving Consumer Goods,JYOTHYLAB,EQ,INE668F01031,ind_niftymidsmallcap400list,
K.P.R. Mill Ltd.,Textiles,KPRMILL,EQ,INE930H01031,ind_niftymidsmallcap400list,
KEI Industries Ltd.,Capital Goods,KEI,EQ,INE878B01027,ind_niftymidsmallcap400list,
KNR Constructions Ltd.,Construction,KNRCON,EQ,INE634I01029,ind_niftymidsmallcap400list,
KPIT Technologies Ltd.,Information Technology,KPITTECH,EQ,INE04I401011,ind_niftymidsmallcap400list,
KRBL Ltd.,Fast Moving Consumer Goods,KRBL,EQ,INE001B01026,ind_niftymidsmallcap400list,
KSB Ltd.,Capital Goods,KSB,EQ,INE999A01023,ind_niftymidsmallcap400list,
Kajaria Ceramics Ltd.,Consumer Durables,KAJARIACER,EQ,INE217B01036,ind_niftymidsmallcap400list,
Kalpataru Projects International Ltd.,Construction,KPIL,EQ,INE220B01022,ind_niftymidsmallcap400list,
Kalyan Jewellers India Ltd.,Consumer Durables,KALYANKJIL,EQ,INE303R01014,ind_niftymidsmallcap400list,
Kansai Nerolac Paints Ltd.,Consumer Durables,KANSAINER,EQ,INE531A01024,ind_niftymidsmallcap400list,
Karur Vysya Bank Ltd.,Financial Services,KARURVYSYA,EQ,INE036D01028,ind_niftymidsmallcap400list,
Kaynes Technology India Ltd.,Capital Goods,KAYNES,EQ,INE918Z01012,ind_niftymidsmallcap400list,
Kec International Ltd.,Construction,KEC,EQ,INE389H01022,ind_niftymidsmallcap400list,
Kfin Technologies Ltd.,Financial Services,KFINTECH,EQ,INE138Y01010,ind_niftymidsmallcap400list,
Krishna Institute of Medical Sciences Ltd.,Healthcare,KIMS,EQ,INE967H01017,ind_niftymidsmallcap400list,
L&T Finance Ltd.,Financial Services,LTF,EQ,INE498L01015,ind_niftymidsmallcap400list,
L&T Technology Services Ltd.,Information Technology,LTTS,EQ,INE010V01017,ind_niftymidsmallcap400list,
LIC Housing Finance Ltd.,Financial Services,LICHSGFIN,EQ,INE115A01026,ind_niftymidsmallcap400list,
Latent View Analytics Ltd.,Information Technology,LATENTVIEW,EQ,INE0I7C01011,ind_niftymidsmallcap400list,
Laurus Labs Ltd.,Healthcare,LAURUSLABS,EQ,INE947Q01028,ind_niftymidsmallcap400list,
Laxmi Organic Industries Ltd.,Chemicals,LXCHEM,EQ,INE576O01020,ind_niftymidsmallcap400list,
Lemon Tree Hotels Ltd.,Consumer Services,LEMONTREE,EQ,INE970X01018,ind_niftymidsmallcap400list,
Linde India Ltd.,Chemicals,LINDEINDIA,EQ,INE473A01011,ind_niftymidsmallcap400list,
Lloyds Metals And Energy Ltd.,Metals & Mining,LLOYDSME,EQ,INE281B01032,ind_niftymidsmallcap400list,
Lupin Ltd.,Healthcare,LUPIN,EQ,INE326A01037,ind_niftymidsmallcap400list,
MMTC Ltd.,Services,MMTC,EQ,INE123F01029,ind_niftymidsmallcap400list,
MRF Ltd.,Automobile and Auto Components,MRF,EQ,INE883A01011,ind_niftymidsmallcap400list,
MTAR Technologies Ltd.,Capital Goods,MTARTECH,EQ,INE864I01014,ind_niftymidsmallcap400list,
Macrotech Developers Ltd.,Realty,LODHA,EQ,INE670K01029,ind_niftymidsmallcap400list,
Mahanagar Gas Ltd.,Oil Gas & Consumable Fuels,MGL,EQ,INE002S01010,ind_niftymidsmallcap400list,
Maharashtra Seamless Ltd.,Capital Goods,MAHSEAMLES,EQ,INE271B01025,ind_niftymidsmallcap400list,
Mahindra & Mahindra Financial Services Ltd.,Financial Services,M&MFIN,EQ,INE774D01024,ind_niftymidsmallcap400list,
Mahindra Holidays & Resorts India Ltd.,Consumer Services,MHRIL,EQ,INE998I01010,ind_niftymidsmallcap400list,
Mahindra Lifespace Developers Ltd.,Realty,MAHLIFE,EQ,INE813A01018,ind_niftymidsmallcap400list,
Manappuram Finance Ltd.,Financial Services,MANAPPURAM,EQ,INE522D01027,ind_niftymidsmallcap400list,
Mangalore Refinery & Petrochemicals Ltd.,Oil Gas & Consumable Fuels,MRPL,EQ,INE103A01014,ind_niftymidsmallcap400list,
Mankind Pharma Ltd.,Healthcare,MANKIND,EQ,INE634S01028,ind_niftymidsmallcap400list,
Mastek Ltd.,Information Technology,MASTEK,EQ,INE759A01021,ind_niftymidsmallcap400list,
Max Financial Services Ltd.,Financial Services,MFSL,EQ,INE180A01020,ind_niftymidsmallcap400list,
Max Healthcare Institute Ltd.,Healthcare,MAXHEALTH,EQ,INE027H01010,ind_niftymidsmallcap400list,
Mazagoan Dock Shipbuilders Ltd.,Capital Goods,MAZDOCK,EQ,INE249Z01012,ind_niftymidsmallcap400list,
Medplus Health Services Ltd.,Consumer Services,MEDPLUS,EQ,INE804L01022,ind_niftymidsmallcap400list,
Metro Brands Ltd.,Consumer Durables,METROBRAND,EQ,INE317I01021,ind_niftymidsmallcap400list,
Metropolis Healthcare Ltd.,Healthcare,METROPOLIS,EQ,INE112L01020,ind_niftymidsmallcap400list,
Minda Corporation Ltd.,Automobile and Auto Components,MINDACORP,EQ,INE842C01021,ind_niftymidsmallcap400list,
Motherson Sumi Wiring India Ltd.,Automobile and Auto Components,MSUMI,EQ,INE0FS801015,ind_niftymidsmallcap400list,
Motilal Oswal Financial Services Ltd.,Financial Services,MOTILALOFS,EQ,INE338I01027,ind_niftymidsmallcap400list,
MphasiS Ltd.,Information Technology,MPHASIS,EQ,INE356A01018,ind_niftymidsmallcap400list,
Multi Commodity Exchange of India Ltd.,Financial Services,MCX,EQ,INE745G01035,ind_niftymidsmallcap400list,
Muthoot Finance Ltd.,Financial Services,MUTHOOTFIN,EQ,INE414G01012,ind_niftymidsmallcap400list,
NATCO Pharma Ltd.,Healthcare,NATCOPHARM,EQ,INE987B01026,ind_niftymidsmallcap400list,
NBCC (India) Ltd.,Construction,NBCC,EQ,INE095N01031,ind_niftymidsmallcap400list,
NCC Ltd.,Construction,NCC,EQ,INE868B01028,ind_niftymidsmallcap400list,
NHPC Ltd.,Power,NHPC,EQ,INE848E01016,ind_niftymidsmallcap400list,
NLC India Ltd.,Power,NLCINDIA,EQ,INE589A01014,ind_niftymidsmallcap400list,
NMDC Ltd.,Metals & Mining,NMDC,EQ,INE584A01023,ind_niftymidsmallcap400list,
NMDC Steel Ltd.,Metals & Mining,NSLNISP,EQ,INE0NNS01018,ind_niftymidsmallcap400list,
Narayana Hrudayalaya Ltd.,Healthcare,NH,EQ,INE410P01011,ind_niftymidsmallcap400list,
National Aluminium Co. Ltd.,Metals & Mining,NATIONALUM,EQ,INE139A01034,ind_niftymidsmallcap400list,
Navin Fluorine International Ltd.,Chemicals,NAVINFLUOR,EQ,INE048G01026,ind_niftymidsmallcap400list,
Network18 Media & Investments Ltd.,Media Entertainment & Publication,NETWORK18,EQ,INE870H01013,ind_niftymidsmallcap400list,
Nippon Life India Asset Management Ltd.,Financial Services,NAM-INDIA,EQ,INE298J01013,ind_niftymidsmallcap400list,
Nuvama Wealth Management Ltd.,Financial Services,NUVAMA,EQ,INE531F01015,ind_niftymidsmallcap400list,
Nuvoco Vistas Corporation Ltd.,Construction Materials,NUVOCO,EQ,INE118D01016,ind_niftymidsmallcap400list,
Oberoi Realty Ltd.,Realty,OBEROIRLTY,EQ,INE093I01010,ind_niftymidsmallcap400list,
Oil India Ltd.,Oil Gas & Consumable Fuels,OIL,EQ,INE274J01014,ind_niftymidsmallcap400list,
Olectra Greentech Ltd.,Automobile and Auto Components,OLECTRA,EQ,INE260D01016,ind_niftymidsmallcap400list,
One 97 Communications Ltd.,Financial Services,PAYTM,EQ,INE982J01020,ind_niftymidsmallcap400list,
Oracle Financial Services Software Ltd.,Information Technology,OFSS,EQ,INE881D01027,ind_niftymidsmallcap400list,
PB Fintech Ltd.,Financial Services,POLICYBZR,EQ,INE417T01026,ind_niftymidsmallcap400list,
PCBL Ltd.,Chemicals,PCBL,EQ,INE602A01031,ind_niftymidsmallcap400list,
PI Industries Ltd.,Chemicals,PIIND,EQ,INE603J01030,ind_niftymidsmallcap400list,
PNB Housing Finance Ltd.,Financial Services,PNBHOUSING,EQ,INE572E01012,ind_niftymidsmallcap400list,
PNC Infratech Ltd.,Construction,PNCINFRA,EQ,INE195J01029,ind_niftymidsmallcap400list,
PVR INOX Ltd.,Media Entertainment & Publication,PVRINOX,EQ,INE191H01014,ind_niftymidsmallcap400list,
Page Industries Ltd.,Textiles,PAGEIND,EQ,INE761H01022,ind_niftymidsmallcap400list,
Patanjali Foods Ltd.,Fast Moving Consumer Goods,PATANJALI,EQ,INE619A01035,ind_niftymidsmallcap400list,
Persistent Systems Ltd.,Information Technology,PERSISTENT,EQ,INE262H01021,ind_niftymidsmallcap400list,
Petronet LNG Ltd.,Oil Gas & Consumable Fuels,PETRONET,EQ,INE347G01014,ind_niftymidsmallcap400list,
Phoenix Mills Ltd.,Realty,PHOENIXLTD,EQ,INE211B01039,ind_niftymidsmallcap400list,
Piramal Enterprises Ltd.,Financial Services,PEL,EQ,INE140A01024,ind_niftymidsmallcap400list,
Piramal Pharma Ltd.,Healthcare,PPLPHARMA,EQ,INE0DK501011,ind_niftymidsmallcap400list,
Poly Medicure Ltd.,Healthcare,POLYMED,EQ,INE205C01021,ind_niftymidsmallcap400list,
Polycab India Ltd.,Capital Goods,POLYCAB,EQ,INE455K01017,ind_niftymidsmallcap400list,
Poonawalla Fincorp Ltd.,Financial Services,POONAWALLA,EQ,INE511C01022,ind_niftymidsmallcap400list,
Praj Industries Ltd.,Capital Goods,PRAJIND,EQ,INE074A01025,ind_niftymidsmallcap400list,
Prestige Estates Projects Ltd.,Realty,PRESTIGE,EQ,INE811K01011,ind_niftymidsmallcap400list,
Prince Pipes and Fittings Ltd.,Capital Goods,PRINCEPIPE,EQ,INE689W01016,ind_niftymidsmallcap400list,
Prism Johnson Ltd.,Construction Materials,PRSMJOHNSN,EQ,INE010A01011,ind_niftymidsmallcap400list,
Procter & Gamble Hygiene & Health Care Ltd.,Fast Moving Consumer Goods,PGHH,EQ,INE179A01014,ind_niftymidsmallcap400list,
Quess Corp Ltd.,Services,QUESS,EQ,INE615P01015,ind_niftymidsmallcap400list,
R R Kabel Ltd.,Capital Goods,RRKABEL,EQ,INE777K01022,ind_niftymidsmallcap400list,
RBL Bank Ltd.,Financial Services,RBLBANK,EQ,INE976G01028,ind_niftymidsmallcap400list,
RHI MAGNESITA INDIA LTD.,Capital Goods,RHIM,EQ,INE743M01012,ind_niftymidsmallcap400list,
RITES Ltd.,Construction,RITES,EQ,INE320J01015,ind_niftymidsmallcap400list,
Radico Khaitan Ltd,Fast Moving Consumer Goods,RADICO,EQ,INE944F01028,ind_niftymidsmallcap400list,
Rail Vikas Nigam Ltd.,Construction,RVNL,EQ,INE415G01027,ind_niftymidsmallcap400list,
Railtel Corporation Of India Ltd.,Telecommunication,RAILTEL,EQ,INE0DD101019,ind_niftymidsmallcap400list,
Rainbow Childrens Medicare Ltd.,Healthcare,RAINBOW,EQ,INE961O01016,ind_niftymidsmallcap400list,
Rajesh Exports Ltd.,Consumer Durables,RAJESHEXPO,EQ,INE343B01030,ind_niftymidsmallcap400list,
Ramkrishna Forgings Ltd.,Automobile and Auto Components,RKFORGE,EQ,INE399G01023,ind_niftymidsmallcap400list,
Rashtriya Chemicals & Fertilizers Ltd.,Chemicals,RCF,EQ,INE027A01015,ind_niftymidsmallcap400list,
Ratnamani Metals & Tubes Ltd.,Capital Goods,RATNAMANI,EQ,INE703B01027,ind_niftymidsmallcap400list,
RattanIndia Enterprises Ltd.,Consumer Services,RTNINDIA,EQ,INE834M01019,ind_niftymidsmallcap400list,
Raymond Ltd.,Realty,RAYMOND,EQ,INE301A01014,ind_niftymidsmallcap400list,
Redington Ltd.,Services,REDINGTON,EQ,INE891D01026,ind_niftymidsmallcap400list,
Restaurant Brands Asia Ltd.,Consumer Services,RBA,EQ,INE07T201019,ind_niftymidsmallcap400list,
Route Mobile Ltd.,Telecommunication,ROUTE,EQ,INE450U01017,ind_niftymidsmallcap400list,
SBFC Finance Ltd.,Financial Services,SBFC,EQ,INE423Y01016,ind_niftymidsmallcap400list,
SJVN Ltd.,Power,SJVN,EQ,INE002L01015,ind_niftymidsmallcap400list,
SKF India Ltd.,Capital Goods,SKFINDIA,EQ,INE640A01023,ind_niftymidsmallcap400list,
Safari Industries (India) Ltd.,Consumer Durables,SAFARI,EQ,INE429E01023,ind_niftymidsmallcap400list,
Sammaan Capital Ltd.,Financial Services,SAMMAANCAP,EQ,INE148I01020,ind_niftymidsmallcap400list,
Sanofi India Ltd.,Healthcare,SANOFI,EQ,INE058A01010,ind_niftymidsmallcap400list,
Sapphire Foods India Ltd.,Consumer Services,SAPPHIRE,EQ,INE806T01012,ind_niftymidsmallcap400list,
Saregama India Ltd,Media Entertainment & Publication,SAREGAMA,EQ,INE979A01025,ind_niftymidsmallcap400list,
Schaeffler India Ltd.,Automobile and Auto Components,SCHAEFFLER,EQ,INE513A01022,ind_niftymidsmallcap400list,
Schneider Electric Infrastructure Ltd.,Capital Goods,SCHNEIDER,EQ,INE839M01018,ind_niftymidsmallcap400list,
Shree Renuka Sugars Ltd.,Fast Moving Consumer Goods,RENUKA,EQ,INE087H01022,ind_niftymidsmallcap400list,
Shyam Metalics and Energy Ltd.,Capital Goods,SHYAMMETL,EQ,INE810G01011,ind_niftymidsmallcap400list,
Signatureglobal (India) Ltd.,Realty,SIGNATURE,EQ,INE903U01023,ind_niftymidsmallcap400list,
Sobha Ltd.,Realty,SOBHA,EQ,INE671H01015,ind_niftymidsmallcap400list,
Solar Industries India Ltd.,Chemicals,SOLARINDS,EQ,INE343H01029,ind_niftymidsmallcap400list,
Sona BLW Precision Forgings Ltd.,Automobile and Auto Components,SONACOMS,EQ,INE073K01018,ind_niftymidsmallcap400list,
Sonata Software Ltd.,Information Technology,SONATSOFTW,EQ,INE269A01021,ind_niftymidsmallcap400list,
Star Health and Allied Insurance Company Ltd.,Financial Services,STARHEALTH,EQ,INE575P01011,ind_niftymidsmallcap400list,
Steel Authority of India Ltd.,Metals & Mining,SAIL,EQ,INE114A01011,ind_niftymidsmallcap400list,
Sterling and Wilson Renewable Energy Ltd.,Construction,SWSOLAR,EQ,INE00M201021,ind_niftymidsmallcap400list,
Sterlite Technologies Ltd.,Telecommunication,STLTECH,EQ,INE089C01029,ind_niftymidsmallcap400list,
Sumitomo Chemical India Ltd.,Chemicals,SUMICHEM,EQ,INE258G01013,ind_niftymidsmallcap400list,
Sun Pharma Advanced Research Company Ltd.,Healthcare,SPARC,EQ,INE232I01014,ind_niftymidsmallcap400list,
Sun TV Network Ltd.,Media Entertainment & Publication,SUNTV,EQ,INE424H01027,ind_niftymidsmallcap400list,
Sundaram Finance Ltd.,Financial Services,SUNDARMFIN,EQ,INE660A01013,ind_niftymidsmallcap400list,
Sundram Fasteners Ltd.,Automobile and Auto Components,SUNDRMFAST,EQ,INE387A01021,ind_niftymidsmallcap400list,
Sunteck Realty Ltd.,Realty,SUNTECK,EQ,INE805D01034,ind_niftymidsmallcap400list,
Supreme Industries Ltd.,Capital Goods,SUPREMEIND,EQ,INE195A01028,ind_niftymidsmallcap400list,
Suven Pharmaceuticals Ltd.,Healthcare,SUVENPHAR,EQ,INE03QK01018,ind_niftymidsmallcap400list,
Suzlon Energy Ltd.,Capital Goods,SUZLON,EQ,INE040H01021,ind_niftymidsmallcap400list,
Swan Energy Ltd.,Diversified,SWANENERGY,EQ,INE665A01038,ind_niftymidsmallcap400list,
Syngene International Ltd.,Healthcare,SYNGENE,EQ,INE398R01022,ind_niftymidsmallcap400list,
Syrma SGS Technology Ltd.,Capital Goods,SYRMA,EQ,INE0DYJ01015,ind_niftymidsmallcap400list,
TV18 Broadcast Ltd.,Media Entertainment & Publication,TV18BRDCST,EQ,INE886H01027,ind_niftymidsmallcap400list,
TVS Supply Chain Solutions Ltd.,Services,TVSSCS,EQ,INE395N01027,ind_niftymidsmallcap400list,
Tamilnad Mercantile Bank Ltd.,Financial Services,TMB,EQ,INE668A01016,ind_niftymidsmallcap400list,
Tanla Platforms Ltd.,Information Technology,TANLA,EQ,INE483C01032,ind_niftymidsmallcap400list,
Tata Chemicals Ltd.,Chemicals,TATACHEM,EQ,INE092A01019,ind_niftymidsmallcap400list,
Tata Communications Ltd.,Telecommunication,TATACOMM,EQ,INE151A01013,ind_niftymidsmallcap400list,
Tata Elxsi Ltd.,Information Technology,TATAELXSI,EQ,INE670A01012,ind_niftymidsmallcap400list,
Tata Investment Corporation Ltd.,Financial Services,TATAINVEST,EQ,INE672A01018,ind_niftymidsmallcap400list,
Tata Technologies Ltd.,Information Technology,TATATECH,EQ,INE142M01025,ind_niftymidsmallcap400list,
Tata Teleservices (Maharashtra) Ltd.,Telecommunication,TTML,EQ,INE517B01013,ind_niftymidsmallcap400list,
Tejas Networks Ltd.,Telecommunication,TEJASNET,EQ,INE010J01012,ind_niftymidsmallcap400list,
The New India Assurance Company Ltd.,Financial Services,NIACL,EQ,INE470Y01017,ind_niftymidsmallcap400list,
The Ramco Cements Ltd.,Construction Materials,RAMCOCEM,EQ,INE331A01037,ind_niftymidsmallcap400list,
Thermax Ltd.,Capital Goods,THERMAX,EQ,INE152A01029,ind_niftymidsmallcap400list,
Timken India Ltd.,Capital Goods,TIMKEN,EQ,INE325A01013,ind_niftymidsmallcap400list,
Titagarh Rail Systems Ltd.,Capital Goods,TITAGARH,EQ,INE615H01020,ind_niftymidsmallcap400list,
Torrent Power Ltd.,Power,TORNTPOWER,EQ,INE813H01021,ind_niftymidsmallcap400list,
Trident Ltd.,Textiles,TRIDENT,EQ,INE064C01022,ind_niftymidsmallcap400list,
Triveni Engineering & Industries Ltd.,Fast Moving Consumer Goods,TRIVENI,EQ,INE256C01024,ind_niftymidsmallcap400list,
Triveni Turbine Ltd.,Capital Goods,TRITURBINE,EQ,INE152M01016,ind_niftymidsmallcap400list,
Tube Investments of India Ltd.,Automobile and Auto Components,TIINDIA,EQ,INE974X01010,ind_niftymidsmallcap400list,
UCO Bank,Financial Services,UCOBANK,EQ,INE691A01018,ind_niftymidsmallcap400list,
UNO Minda Ltd.,Automobile and Auto Components,UNOMINDA,EQ,INE405E01023,ind_niftymidsmallcap400list,
UPL Ltd.,Chemicals,UPL,EQ,INE628A01036,ind_niftymidsmallcap400list,
UTI Asset Management Company Ltd.,Financial Services,UTIAMC,EQ,INE094J01016,ind_niftymidsmallcap400list,
Ujjivan Small Finance Bank Ltd.,Financial Services,UJJIVANSFB,EQ,INE551W01018,ind_niftymidsmallcap400list,
Union Bank of India,Financial Services,UNIONBANK,EQ,INE692A01016,ind_niftymidsmallcap400list,
United Breweries Ltd.,Fast Moving Consumer Goods,UBL,EQ,INE686F01025,ind_niftymidsmallcap400list,
Usha Martin Ltd.,Capital Goods,USHAMART,EQ,INE228A01035,ind_niftymidsmallcap400list,
V-Guard Industries Ltd.,Consumer Durables,VGUARD,EQ,INE951I01027,ind_niftymidsmallcap400list,
V.I.P. Industries Ltd.,Consumer Durables,VIPIND,EQ,INE054A01027,ind_niftymidsmallcap400list,
Vaibhav Global Ltd.,Consumer Durables,VAIBHAVGBL,EQ,INE884A01027,ind_niftymidsmallcap400list,
Vardhman Textiles Ltd.,Textiles,VTL,EQ,INE825A01020,ind_niftymidsmallcap400list,
Varroc Engineering Ltd.,Automobile and Auto Components,VARROC,EQ,INE665L01035,ind_niftymidsmallcap400list,
Vedant Fashions Ltd.,Consumer Services,MANYAVAR,EQ,INE825V01034,ind_niftymidsmallcap400list,
Vijaya Diagnostic Centre Ltd.,Healthcare,VIJAYA,EQ,INE043W01024,ind_niftymidsmallcap400list,
Vodafone Idea Ltd.,Telecommunication,IDEA,EQ,INE669E01016,ind_niftymidsmallcap400list,
Voltas Ltd.,Consumer Durables,VOLTAS,EQ,INE226A01021,ind_niftymidsmallcap400list,
Welspun Corp Ltd.,Capital Goods,WELCORP,EQ,INE191B01025,ind_niftymidsmallcap400list,
Welspun Living Ltd.,Textiles,WELSPUNLIV,EQ,INE192B01031,ind_niftymidsmallcap400list,
Westlife Foodworld Ltd.,Consumer Services,WESTLIFE,EQ,INE274F01020,ind_niftymidsmallcap400list,
Whirlpool of India Ltd.,Consumer Durables,WHIRLPOOL,EQ,INE716A01013,ind_niftymidsmallcap400list,
Yes Bank Ltd.,Financial Services,YESBANK,EQ,INE528G01035,ind_niftymidsmallcap400list,
ZF Commercial Vehicle Control Systems India Ltd.,Automobile and Auto Components,ZFCVINDIA,EQ,INE342J01019,ind_niftymidsmallcap400list,
Zee Entertainment Enterprises Ltd.,Media Entertainment & Publication,ZEEL,EQ,INE256A01028,ind_niftymidsmallcap400list,
Zensar Technolgies Ltd.,Information Technology,ZENSARTECH,EQ,INE520A01027,ind_niftymidsmallcap400list,
eClerx Services Ltd.,Services,ECLERX,EQ,INE738I01010,ind_niftymidsmallcap400list,
360 ONE WAM Ltd.,Financial Services,360ONE,EQ,INE466L01038,ind_nifty500LargeMidSmallEqualCapWeighted_list,
3M India Ltd.,Diversified,3MINDIA,EQ,INE470A01017,ind_nifty500LargeMidSmallEqualCapWeighted_list,
ABB India Ltd.,Capital Goods,ABB,EQ,INE117A01022,ind_nifty500LargeMidSmallEqualCapWeighted_list,
ACC Ltd.,Construction Materials,ACC,EQ,INE012A01025,ind_nifty500LargeMidSmallEqualCapWeighted_list,
AIA Engineering Ltd.,Capital Goods,AIAENG,EQ,INE212H01026,ind_nifty500LargeMidSmallEqualCapWeighted_list,
APL Apollo Tubes Ltd.,Capital Goods,APLAPOLLO,EQ,INE702C01027,ind_nifty500LargeMidSmallEqualCapWeighted_list,
